backend,mode,operation,dataset,input_rows,repeat,status,seconds,reason,warnings,validated,source_file
pandas,standard,count_index,large,200000,0.0,ok,0.008025342999985696,,[],True,large-pandas.json
pandas,standard,count_index,large,200000,1.0,ok,0.009840288999953373,,[],True,large-pandas.json
pandas,standard,count_index,large,200000,2.0,ok,0.006595532999995157,,[],True,large-pandas.json
pandas,filtered,value_counts,large,200000,0.0,ok,0.01060753100000511,,[],True,large-pandas.json
pandas,filtered,value_counts,large,200000,1.0,ok,0.009238366999966274,,[],True,large-pandas.json
pandas,filtered,value_counts,large,200000,2.0,ok,0.009071972000015194,,[],True,large-pandas.json
pandas,filtered,join_count,large,200000,0.0,ok,0.010226089000070715,,[],True,large-pandas.json
pandas,filtered,join_count,large,200000,1.0,ok,0.010044891000006828,,[],True,large-pandas.json
pandas,filtered,join_count,large,200000,2.0,ok,0.01048574699996152,,[],True,large-pandas.json
pandas,filtered,product_columns,large,200000,0.0,ok,0.009673307999946701,,[],True,large-pandas.json
pandas,filtered,product_columns,large,200000,1.0,ok,0.01149924200001351,,[],True,large-pandas.json
pandas,filtered,product_columns,large,200000,2.0,ok,0.00966450500004612,,[],True,large-pandas.json
pandas,filtered,mean_product,large,200000,0.0,ok,0.01231920700001865,,[],True,large-pandas.json
pandas,filtered,mean_product,large,200000,1.0,ok,0.01018957999997383,,[],True,large-pandas.json
pandas,filtered,mean_product,large,200000,2.0,ok,0.01098064699999668,,[],True,large-pandas.json
pandas,filtered,join,large,200000,0.0,ok,0.016436538999982986,,[],True,large-pandas.json
pandas,filtered,join,large,200000,1.0,ok,0.014276568000013867,,[],True,large-pandas.json
pandas,filtered,join,large,200000,2.0,ok,0.010741825000081917,,[],True,large-pandas.json
pandas,filtered,groupby,large,200000,0.0,ok,0.02173858499998005,,[],True,large-pandas.json
pandas,filtered,groupby,large,200000,1.0,ok,0.01872565099995427,,[],True,large-pandas.json
pandas,filtered,groupby,large,200000,2.0,ok,0.017788182999993296,,[],True,large-pandas.json
pandas,filtered,sum_columns,large,200000,0.0,ok,0.01549126999998407,,[],True,large-pandas.json
pandas,filtered,sum_columns,large,200000,1.0,ok,0.009866273000056935,,[],True,large-pandas.json
pandas,filtered,sum_columns,large,200000,2.0,ok,0.010765379999952529,,[],True,large-pandas.json
pandas,filtered,mean,large,200000,0.0,ok,0.009728369999947972,,[],True,large-pandas.json
pandas,filtered,mean,large,200000,1.0,ok,0.013327043000003869,,[],True,large-pandas.json
pandas,filtered,mean,large,200000,2.0,ok,0.008904424000093059,,[],True,large-pandas.json
pandas,filtered,mean_complex,large,200000,,skipped,,source lacks coordinates,,,large-pandas.json
pandas,filtered,std,large,200000,0.0,ok,0.01638100200000281,,[],True,large-pandas.json
pandas,filtered,std,large,200000,1.0,ok,0.012248777999957383,,[],True,large-pandas.json
pandas,filtered,std,large,200000,2.0,ok,0.009633420000000115,,[],True,large-pandas.json
pandas,filtered,mean_sum,large,200000,0.0,ok,0.01062810200005515,,[],True,large-pandas.json
pandas,filtered,mean_sum,large,200000,1.0,ok,0.010598598999990827,,[],True,large-pandas.json
pandas,filtered,mean_sum,large,200000,2.0,ok,0.009391061999963313,,[],True,large-pandas.json
pandas,filtered,count,large,200000,0.0,ok,0.009817841999961274,,[],True,large-pandas.json
pandas,filtered,count,large,200000,1.0,ok,0.008997210999950767,,[],True,large-pandas.json
pandas,filtered,count,large,200000,2.0,ok,0.009134123000080763,,[],True,large-pandas.json
pandas,filtered,count_index,large,200000,0.0,ok,0.010970646000032502,,[],True,large-pandas.json
pandas,filtered,count_index,large,200000,1.0,ok,0.009221461000038289,,[],True,large-pandas.json
pandas,filtered,count_index,large,200000,2.0,ok,0.008965104000026258,,[],True,large-pandas.json
pandas,filtered,complex,large,200000,,skipped,,source lacks coordinates,,,large-pandas.json
pandas,filtered_cached,value_counts,large,200000,0.0,ok,0.0011863800000355695,,[],True,large-pandas.json
pandas,filtered_cached,value_counts,large,200000,1.0,ok,0.0009446429999115935,,[],True,large-pandas.json
pandas,filtered_cached,value_counts,large,200000,2.0,ok,0.0009269470000390356,,[],True,large-pandas.json
pandas,filtered_cached,join_count,large,200000,0.0,ok,0.0009565509999447386,,[],True,large-pandas.json
pandas,filtered_cached,join_count,large,200000,1.0,ok,0.0008915449999449265,,[],True,large-pandas.json
pandas,filtered_cached,join_count,large,200000,2.0,ok,0.0009200270000064847,,[],True,large-pandas.json
pandas,filtered_cached,product_columns,large,200000,0.0,ok,0.00024179599995477474,,[],True,large-pandas.json
pandas,filtered_cached,product_columns,large,200000,1.0,ok,0.0002466339999500633,,[],True,large-pandas.json
pandas,filtered_cached,product_columns,large,200000,2.0,ok,0.00022572299997136724,,[],True,large-pandas.json
pandas,filtered_cached,mean_product,large,200000,0.0,ok,0.00043047499991644145,,[],True,large-pandas.json
pandas,filtered_cached,mean_product,large,200000,1.0,ok,0.0003936299999622861,,[],True,large-pandas.json
pandas,filtered_cached,mean_product,large,200000,2.0,ok,0.00038292499993985984,,[],True,large-pandas.json
pandas,filtered_cached,join,large,200000,0.0,ok,0.0013519639999231003,,[],True,large-pandas.json
pandas,filtered_cached,join,large,200000,1.0,ok,0.001056087999927513,,[],True,large-pandas.json
pandas,filtered_cached,join,large,200000,2.0,ok,0.0011965850000024147,,[],True,large-pandas.json
pandas,filtered_cached,groupby,large,200000,0.0,ok,0.00446615800001382,,[],True,large-pandas.json
pandas,filtered_cached,groupby,large,200000,1.0,ok,0.004658081000002312,,[],True,large-pandas.json
pandas,filtered_cached,groupby,large,200000,2.0,ok,0.004304007999962778,,[],True,large-pandas.json
pandas,filtered_cached,sum_columns,large,200000,0.0,ok,0.0002387130000442994,,[],True,large-pandas.json
pandas,filtered_cached,sum_columns,large,200000,1.0,ok,0.00026508099995226075,,[],True,large-pandas.json
pandas,filtered_cached,sum_columns,large,200000,2.0,ok,0.00022099600005276443,,[],True,large-pandas.json
pandas,filtered_cached,mean,large,200000,0.0,ok,0.0002431780000051731,,[],True,large-pandas.json
pandas,filtered_cached,mean,large,200000,1.0,ok,0.0001954580000074202,,[],True,large-pandas.json
pandas,filtered_cached,mean,large,200000,2.0,ok,0.00021830200000749755,,[],True,large-pandas.json
pandas,filtered_cached,mean_complex,large,200000,,skipped,,source lacks coordinates,,,large-pandas.json
pandas,filtered_cached,std,large,200000,0.0,ok,0.0005106329999762238,,[],True,large-pandas.json
pandas,filtered_cached,std,large,200000,1.0,ok,0.0005476579999594833,,[],True,large-pandas.json
pandas,filtered_cached,std,large,200000,2.0,ok,0.0005295309999837627,,[],True,large-pandas.json
pandas,filtered_cached,mean_sum,large,200000,0.0,ok,0.00035598499994193844,,[],True,large-pandas.json
pandas,filtered_cached,mean_sum,large,200000,1.0,ok,0.00033435299997108814,,[],True,large-pandas.json
pandas,filtered_cached,mean_sum,large,200000,2.0,ok,0.0003294050000022253,,[],True,large-pandas.json
pandas,filtered_cached,count,large,200000,0.0,ok,6.59900001664937e-06,,[],True,large-pandas.json
pandas,filtered_cached,count,large,200000,1.0,ok,4.888000034952711e-06,,[],True,large-pandas.json
pandas,filtered_cached,count,large,200000,2.0,ok,6.149000000732485e-06,,[],True,large-pandas.json
pandas,filtered_cached,count_index,large,200000,0.0,ok,9.0739999905054e-06,,[],True,large-pandas.json
pandas,filtered_cached,count_index,large,200000,1.0,ok,6.5089999452538905e-06,,[],True,large-pandas.json
pandas,filtered_cached,count_index,large,200000,2.0,ok,6.5000000404324965e-06,,[],True,large-pandas.json
pandas,filtered_cached,complex,large,200000,,skipped,,source lacks coordinates,,,large-pandas.json
dask,standard,sum_columns,medium,50000,0.0,ok,0.013558661000047323,,[],True,medium-dask.json
dask,standard,sum_columns,medium,50000,1.0,ok,0.011721668999939538,,[],True,medium-dask.json
dask,standard,sum_columns,medium,50000,2.0,ok,0.013519392000034713,,[],True,medium-dask.json
dask,standard,product_columns,medium,50000,0.0,ok,0.01247204599997076,,[],True,medium-dask.json
dask,standard,product_columns,medium,50000,1.0,ok,0.013231908000079784,,[],True,medium-dask.json
dask,standard,product_columns,medium,50000,2.0,ok,0.01160917199990763,,[],True,medium-dask.json
dask,standard,std,medium,50000,0.0,ok,0.012836844999924324,,[],True,medium-dask.json
dask,standard,std,medium,50000,1.0,ok,0.013238569000009193,,[],True,medium-dask.json
dask,standard,std,medium,50000,2.0,ok,0.015073596999968686,,[],True,medium-dask.json
dask,standard,mean_sum,medium,50000,0.0,ok,0.015181095999992067,,[],True,medium-dask.json
dask,standard,mean_sum,medium,50000,1.0,ok,0.015384606999987227,,[],True,medium-dask.json
dask,standard,mean_sum,medium,50000,2.0,ok,0.015457223999987946,,[],True,medium-dask.json
dask,standard,join_count,medium,50000,0.0,ok,0.02127737800003615,,[],True,medium-dask.json
dask,standard,join_count,medium,50000,1.0,ok,0.02067583999996714,,[],True,medium-dask.json
dask,standard,join_count,medium,50000,2.0,ok,0.019246158999976615,,[],True,medium-dask.json
dask,standard,value_counts,medium,50000,0.0,ok,0.019207492000077764,,[],True,medium-dask.json
dask,standard,value_counts,medium,50000,1.0,ok,0.02028738700005306,,[],True,medium-dask.json
dask,standard,value_counts,medium,50000,2.0,ok,0.021307011999965653,,[],True,medium-dask.json
dask,standard,complex,medium,50000,,skipped,,source lacks coordinates,,,medium-dask.json
dask,standard,mean_product,medium,50000,0.0,ok,0.015216958999985764,,[],True,medium-dask.json
dask,standard,mean_product,medium,50000,1.0,ok,0.014453501999923901,,[],True,medium-dask.json
dask,standard,mean_product,medium,50000,2.0,ok,0.014751511999975264,,[],True,medium-dask.json
dask,standard,read_collect,medium,50000,0.0,ok,0.012027880000005098,,[],True,medium-dask.json
dask,standard,read_collect,medium,50000,1.0,ok,0.013062497999953848,,[],True,medium-dask.json
dask,standard,read_collect,medium,50000,2.0,ok,0.011908408999943276,,[],True,medium-dask.json
dask,standard,count,medium,50000,0.0,ok,0.005769408999981351,,[],True,medium-dask.json
dask,standard,count,medium,50000,1.0,ok,0.006112014999985149,,[],True,medium-dask.json
dask,standard,count,medium,50000,2.0,ok,0.0052922849999959,,[],True,medium-dask.json
dask,standard,groupby,medium,50000,0.0,ok,0.03381233799996153,,[],True,medium-dask.json
dask,standard,groupby,medium,50000,1.0,ok,0.03406860500001585,,[],True,medium-dask.json
dask,standard,groupby,medium,50000,2.0,ok,0.04147508200003358,,[],True,medium-dask.json
dask,standard,join,medium,50000,0.0,ok,0.01831034700001055,,[],True,medium-dask.json
dask,standard,join,medium,50000,1.0,ok,0.016052643999955762,,[],True,medium-dask.json
dask,standard,join,medium,50000,2.0,ok,0.01897527899996021,,[],True,medium-dask.json
dask,standard,mean,medium,50000,0.0,ok,0.013892854000005173,,[],True,medium-dask.json
dask,standard,mean,medium,50000,1.0,ok,0.015137111000058212,,[],True,medium-dask.json
dask,standard,mean,medium,50000,2.0,ok,0.013507324999977754,,[],True,medium-dask.json
dask,standard,mean_complex,medium,50000,,skipped,,source lacks coordinates,,,medium-dask.json
dask,standard,read_construct,medium,50000,0.0,ok,0.003749867000010454,,[],False,medium-dask.json
dask,standard,read_construct,medium,50000,1.0,ok,0.0038057799999933195,,[],False,medium-dask.json
dask,standard,read_construct,medium,50000,2.0,ok,0.004072704000009253,,[],False,medium-dask.json
dask,standard,count_index,medium,50000,0.0,ok,0.01354972700005419,,[],True,medium-dask.json
dask,standard,count_index,medium,50000,1.0,ok,0.012721223999960785,,[],True,medium-dask.json
dask,standard,count_index,medium,50000,2.0,ok,0.010878713000010976,,[],True,medium-dask.json
dask,filtered,value_counts,medium,50000,0.0,ok,0.02105455899993558,,[],True,medium-dask.json
dask,filtered,value_counts,medium,50000,1.0,ok,0.02292560199998661,,[],True,medium-dask.json
dask,filtered,value_counts,medium,50000,2.0,ok,0.026393381999923804,,[],True,medium-dask.json
dask,filtered,join_count,medium,50000,0.0,ok,0.02547338299996227,,[],True,medium-dask.json
dask,filtered,join_count,medium,50000,1.0,ok,0.03157779700006813,,[],True,medium-dask.json
dask,filtered,join_count,medium,50000,2.0,ok,0.03238359199997376,,[],True,medium-dask.json
dask,filtered,product_columns,medium,50000,0.0,ok,0.018474039000011544,,[],True,medium-dask.json
dask,filtered,product_columns,medium,50000,1.0,ok,0.019588439000017388,,[],True,medium-dask.json
dask,filtered,product_columns,medium,50000,2.0,ok,0.01775909799994224,,[],True,medium-dask.json
dask,filtered,mean_product,medium,50000,0.0,ok,0.021886697000013555,,[],True,medium-dask.json
dask,filtered,mean_product,medium,50000,1.0,ok,0.03280179399996541,,[],True,medium-dask.json
dask,filtered,mean_product,medium,50000,2.0,ok,0.023370698000007906,,[],True,medium-dask.json
dask,filtered,join,medium,50000,0.0,ok,0.02187024299996665,,[],True,medium-dask.json
dask,filtered,join,medium,50000,1.0,ok,0.021642823000092903,,[],True,medium-dask.json
dask,filtered,join,medium,50000,2.0,ok,0.022632128000054763,,[],True,medium-dask.json
dask,filtered,groupby,medium,50000,0.0,ok,0.05884859599996162,,[],True,medium-dask.json
dask,filtered,groupby,medium,50000,1.0,ok,0.04369761300006303,,[],True,medium-dask.json
dask,filtered,groupby,medium,50000,2.0,ok,0.03955630799998744,,[],True,medium-dask.json
dask,filtered,sum_columns,medium,50000,0.0,ok,0.016341850000003433,,[],True,medium-dask.json
dask,filtered,sum_columns,medium,50000,1.0,ok,0.016825315000005503,,[],True,medium-dask.json
dask,filtered,sum_columns,medium,50000,2.0,ok,0.016365745000030074,,[],True,medium-dask.json
dask,filtered,mean,medium,50000,0.0,ok,0.02815097699999569,,[],True,medium-dask.json
dask,filtered,mean,medium,50000,1.0,ok,0.018397101000005023,,[],True,medium-dask.json
dask,filtered,mean,medium,50000,2.0,ok,0.018656988999964597,,[],True,medium-dask.json
dask,filtered,mean_complex,medium,50000,,skipped,,source lacks coordinates,,,medium-dask.json
dask,filtered,std,medium,50000,0.0,ok,0.023730309000029592,,[],True,medium-dask.json
dask,filtered,std,medium,50000,1.0,ok,0.017090335999910167,,[],True,medium-dask.json
dask,filtered,std,medium,50000,2.0,ok,0.021819303000029322,,[],True,medium-dask.json
dask,filtered,mean_sum,medium,50000,0.0,ok,0.01853599999992639,,[],True,medium-dask.json
dask,filtered,mean_sum,medium,50000,1.0,ok,0.02271093399997426,,[],True,medium-dask.json
dask,filtered,mean_sum,medium,50000,2.0,ok,0.02073200799998176,,[],True,medium-dask.json
dask,filtered,count,medium,50000,0.0,ok,0.016364292999924146,,[],True,medium-dask.json
dask,filtered,count,medium,50000,1.0,ok,0.017247176999944713,,[],True,medium-dask.json
dask,filtered,count,medium,50000,2.0,ok,0.023369011999989198,,[],True,medium-dask.json
dask,filtered,count_index,medium,50000,0.0,ok,0.016734279000047536,,[],True,medium-dask.json
dask,filtered,count_index,medium,50000,1.0,ok,0.0169697169999381,,[],True,medium-dask.json
dask,filtered,count_index,medium,50000,2.0,ok,0.017493139999942287,,[],True,medium-dask.json
dask,filtered,complex,medium,50000,,skipped,,source lacks coordinates,,,medium-dask.json
dask,filtered_cached,value_counts,medium,50000,0.0,ok,0.015785233999963566,,[],True,medium-dask.json
dask,filtered_cached,value_counts,medium,50000,1.0,ok,0.01523442499990324,,[],True,medium-dask.json
dask,filtered_cached,value_counts,medium,50000,2.0,ok,0.014086710000015046,,[],True,medium-dask.json
dask,filtered_cached,join_count,medium,50000,0.0,ok,0.011169062000021768,,[],True,medium-dask.json
dask,filtered_cached,join_count,medium,50000,1.0,ok,0.01406821199998376,,[],True,medium-dask.json
dask,filtered_cached,join_count,medium,50000,2.0,ok,0.01594187000000602,,[],True,medium-dask.json
dask,filtered_cached,product_columns,medium,50000,0.0,ok,0.004160298000101648,,[],True,medium-dask.json
dask,filtered_cached,product_columns,medium,50000,1.0,ok,0.004479524000089441,,[],True,medium-dask.json
dask,filtered_cached,product_columns,medium,50000,2.0,ok,0.004115516999945612,,[],True,medium-dask.json
dask,filtered_cached,mean_product,medium,50000,0.0,ok,0.006132315000058952,,[],True,medium-dask.json
dask,filtered_cached,mean_product,medium,50000,1.0,ok,0.007317264999983308,,[],True,medium-dask.json
dask,filtered_cached,mean_product,medium,50000,2.0,ok,0.007736338000086107,,[],True,medium-dask.json
dask,filtered_cached,join,medium,50000,0.0,ok,0.008055594999973437,,[],True,medium-dask.json
dask,filtered_cached,join,medium,50000,1.0,ok,0.008589512999947146,,[],True,medium-dask.json
dask,filtered_cached,join,medium,50000,2.0,ok,0.008533671000009235,,[],True,medium-dask.json
dask,filtered_cached,groupby,medium,50000,0.0,ok,0.02313660200002232,,[],True,medium-dask.json
dask,filtered_cached,groupby,medium,50000,1.0,ok,0.024902741000005335,,[],True,medium-dask.json
dask,filtered_cached,groupby,medium,50000,2.0,ok,0.02606682999999066,,[],True,medium-dask.json
dask,filtered_cached,sum_columns,medium,50000,0.0,ok,0.004637636999973438,,[],True,medium-dask.json
dask,filtered_cached,sum_columns,medium,50000,1.0,ok,0.004024361999995563,,[],True,medium-dask.json
dask,filtered_cached,sum_columns,medium,50000,2.0,ok,0.00430180199998631,,[],True,medium-dask.json
dask,filtered_cached,mean,medium,50000,0.0,ok,0.00518656799999917,,[],True,medium-dask.json
dask,filtered_cached,mean,medium,50000,1.0,ok,0.004466445000048225,,[],True,medium-dask.json
dask,filtered_cached,mean,medium,50000,2.0,ok,0.004439886000000115,,[],True,medium-dask.json
dask,filtered_cached,mean_complex,medium,50000,,skipped,,source lacks coordinates,,,medium-dask.json
dask,filtered_cached,std,medium,50000,0.0,ok,0.003622528999926544,,[],True,medium-dask.json
dask,filtered_cached,std,medium,50000,1.0,ok,0.004639580999992177,,[],True,medium-dask.json
dask,filtered_cached,std,medium,50000,2.0,ok,0.0042452779999848644,,[],True,medium-dask.json
dask,filtered_cached,mean_sum,medium,50000,0.0,ok,0.006751608999934433,,[],True,medium-dask.json
dask,filtered_cached,mean_sum,medium,50000,1.0,ok,0.00780786900008934,,[],True,medium-dask.json
dask,filtered_cached,mean_sum,medium,50000,2.0,ok,0.008290580999982922,,[],True,medium-dask.json
dask,filtered_cached,count,medium,50000,0.0,ok,0.0030921459999717626,,[],True,medium-dask.json
dask,filtered_cached,count,medium,50000,1.0,ok,0.0030034540000087873,,[],True,medium-dask.json
dask,filtered_cached,count,medium,50000,2.0,ok,0.00329969299991717,,[],True,medium-dask.json
dask,filtered_cached,count_index,medium,50000,0.0,ok,0.002868225000042912,,[],True,medium-dask.json
dask,filtered_cached,count_index,medium,50000,1.0,ok,0.0021758430000318185,,[],True,medium-dask.json
dask,filtered_cached,count_index,medium,50000,2.0,ok,0.006475281000007271,,[],True,medium-dask.json
dask,filtered_cached,complex,medium,50000,,skipped,,source lacks coordinates,,,medium-dask.json
joblib-pandas,standard,sum_columns,medium,50000,0.0,ok,0.014947478999943087,,[],True,medium-joblib-pandas.json
joblib-pandas,standard,sum_columns,medium,50000,1.0,ok,0.014041914000017641,,[],True,medium-joblib-pandas.json
joblib-pandas,standard,sum_columns,medium,50000,2.0,ok,0.013601863999952002,,[],True,medium-joblib-pandas.json
joblib-pandas,standard,product_columns,medium,50000,0.0,ok,0.013335666999978457,,[],True,medium-joblib-pandas.json
joblib-pandas,standard,product_columns,medium,50000,1.0,ok,0.013181569000039417,,[],True,medium-joblib-pandas.json
joblib-pandas,standard,product_columns,medium,50000,2.0,ok,0.014431584000021758,,[],True,medium-joblib-pandas.json
joblib-pandas,standard,std,medium,50000,0.0,ok,0.013963486999955421,,[],True,medium-joblib-pandas.json
joblib-pandas,standard,std,medium,50000,1.0,ok,0.014072559000055662,,[],True,medium-joblib-pandas.json
joblib-pandas,standard,std,medium,50000,2.0,ok,0.013760688000047594,,[],True,medium-joblib-pandas.json
joblib-pandas,standard,mean_sum,medium,50000,0.0,ok,0.013852734000010969,,[],True,medium-joblib-pandas.json
joblib-pandas,standard,mean_sum,medium,50000,1.0,ok,0.013992640999958894,,[],True,medium-joblib-pandas.json
joblib-pandas,standard,mean_sum,medium,50000,2.0,ok,0.013569826999969337,,[],True,medium-joblib-pandas.json
joblib-pandas,standard,join_count,medium,50000,0.0,ok,0.015082247999998799,,[],True,medium-joblib-pandas.json
joblib-pandas,standard,join_count,medium,50000,1.0,ok,0.015187823000019307,,[],True,medium-joblib-pandas.json
joblib-pandas,standard,join_count,medium,50000,2.0,ok,0.014650411000047825,,[],True,medium-joblib-pandas.json
joblib-pandas,standard,value_counts,medium,50000,0.0,ok,0.014243261000046914,,[],True,medium-joblib-pandas.json
joblib-pandas,standard,value_counts,medium,50000,1.0,ok,0.014123092999966502,,[],True,medium-joblib-pandas.json
joblib-pandas,standard,value_counts,medium,50000,2.0,ok,0.013580031999936182,,[],True,medium-joblib-pandas.json
joblib-pandas,standard,complex,medium,50000,,skipped,,source lacks coordinates,,,medium-joblib-pandas.json
joblib-pandas,standard,mean_product,medium,50000,0.0,ok,0.013792926000064654,,[],True,medium-joblib-pandas.json
joblib-pandas,standard,mean_product,medium,50000,1.0,ok,0.01508309400003327,,[],True,medium-joblib-pandas.json
joblib-pandas,standard,mean_product,medium,50000,2.0,ok,0.014145857000016804,,[],True,medium-joblib-pandas.json
joblib-pandas,standard,read_collect,medium,50000,0.0,ok,0.013762801999973817,,[],True,medium-joblib-pandas.json
joblib-pandas,standard,read_collect,medium,50000,1.0,ok,0.013144699000008586,,[],True,medium-joblib-pandas.json
joblib-pandas,standard,read_collect,medium,50000,2.0,ok,0.013461337000080675,,[],True,medium-joblib-pandas.json
joblib-pandas,standard,count,medium,50000,0.0,ok,0.013353714000004402,,[],True,medium-joblib-pandas.json
joblib-pandas,standard,count,medium,50000,1.0,ok,0.01348557799997252,,[],True,medium-joblib-pandas.json
joblib-pandas,standard,count,medium,50000,2.0,ok,0.013432298999987324,,[],True,medium-joblib-pandas.json
joblib-pandas,standard,groupby,medium,50000,0.0,ok,0.016770011999938106,,[],True,medium-joblib-pandas.json
joblib-pandas,standard,groupby,medium,50000,1.0,ok,0.020037728000033894,,[],True,medium-joblib-pandas.json
joblib-pandas,standard,groupby,medium,50000,2.0,ok,0.016882323000004362,,[],True,medium-joblib-pandas.json
joblib-pandas,standard,join,medium,50000,0.0,ok,0.01537037799994323,,[],True,medium-joblib-pandas.json
joblib-pandas,standard,join,medium,50000,1.0,ok,0.036816578000070876,,[],True,medium-joblib-pandas.json
joblib-pandas,standard,join,medium,50000,2.0,ok,0.014575831000001926,,[],True,medium-joblib-pandas.json
joblib-pandas,standard,mean,medium,50000,0.0,ok,0.015557865000005222,,[],True,medium-joblib-pandas.json
joblib-pandas,standard,mean,medium,50000,1.0,ok,0.014303730000051473,,[],True,medium-joblib-pandas.json
joblib-pandas,standard,mean,medium,50000,2.0,ok,0.01382680500000788,,[],True,medium-joblib-pandas.json
joblib-pandas,standard,mean_complex,medium,50000,,skipped,,source lacks coordinates,,,medium-joblib-pandas.json
joblib-pandas,standard,read_construct,medium,50000,0.0,ok,0.013603766999949585,,[],False,medium-joblib-pandas.json
joblib-pandas,standard,read_construct,medium,50000,1.0,ok,0.013149801999929878,,[],False,medium-joblib-pandas.json
joblib-pandas,standard,read_construct,medium,50000,2.0,ok,0.013581365000050027,,[],False,medium-joblib-pandas.json
joblib-pandas,standard,count_index,medium,50000,0.0,ok,0.015433875999974589,,[],True,medium-joblib-pandas.json
joblib-pandas,standard,count_index,medium,50000,1.0,ok,0.014627646999997523,,[],True,medium-joblib-pandas.json
joblib-pandas,standard,count_index,medium,50000,2.0,ok,0.013785194999968553,,[],True,medium-joblib-pandas.json
joblib-pandas,filtered,value_counts,medium,50000,0.0,ok,0.015573688000017682,,[],True,medium-joblib-pandas.json
joblib-pandas,filtered,value_counts,medium,50000,1.0,ok,0.015358746999936557,,[],True,medium-joblib-pandas.json
joblib-pandas,filtered,value_counts,medium,50000,2.0,ok,0.04365127500000199,,[],True,medium-joblib-pandas.json
joblib-pandas,filtered,join_count,medium,50000,0.0,ok,0.015500574999919081,,[],True,medium-joblib-pandas.json
joblib-pandas,filtered,join_count,medium,50000,1.0,ok,0.014355656000020645,,[],True,medium-joblib-pandas.json
joblib-pandas,filtered,join_count,medium,50000,2.0,ok,0.014804669000000104,,[],True,medium-joblib-pandas.json
joblib-pandas,filtered,product_columns,medium,50000,0.0,ok,0.013659219000032863,,[],True,medium-joblib-pandas.json
joblib-pandas,filtered,product_columns,medium,50000,1.0,ok,0.014017827999964538,,[],True,medium-joblib-pandas.json
joblib-pandas,filtered,product_columns,medium,50000,2.0,ok,0.014093614000103116,,[],True,medium-joblib-pandas.json
joblib-pandas,filtered,mean_product,medium,50000,0.0,ok,0.015957775000060792,,[],True,medium-joblib-pandas.json
joblib-pandas,filtered,mean_product,medium,50000,1.0,ok,0.014507385000001705,,[],True,medium-joblib-pandas.json
joblib-pandas,filtered,mean_product,medium,50000,2.0,ok,0.013864502000046741,,[],True,medium-joblib-pandas.json
joblib-pandas,filtered,join,medium,50000,0.0,ok,0.015223826999999801,,[],True,medium-joblib-pandas.json
joblib-pandas,filtered,join,medium,50000,1.0,ok,0.014645284000039283,,[],True,medium-joblib-pandas.json
joblib-pandas,filtered,join,medium,50000,2.0,ok,0.015217192000022806,,[],True,medium-joblib-pandas.json
joblib-pandas,filtered,groupby,medium,50000,0.0,ok,0.018514850999963528,,[],True,medium-joblib-pandas.json
joblib-pandas,filtered,groupby,medium,50000,1.0,ok,0.015657031000046118,,[],True,medium-joblib-pandas.json
joblib-pandas,filtered,groupby,medium,50000,2.0,ok,0.016015058999983012,,[],True,medium-joblib-pandas.json
joblib-pandas,filtered,sum_columns,medium,50000,0.0,ok,0.01414404399997693,,[],True,medium-joblib-pandas.json
joblib-pandas,filtered,sum_columns,medium,50000,1.0,ok,0.013599290999991354,,[],True,medium-joblib-pandas.json
joblib-pandas,filtered,sum_columns,medium,50000,2.0,ok,0.014392035000014403,,[],True,medium-joblib-pandas.json
joblib-pandas,filtered,mean,medium,50000,0.0,ok,0.013971870000091258,,[],True,medium-joblib-pandas.json
joblib-pandas,filtered,mean,medium,50000,1.0,ok,0.016067200999941633,,[],True,medium-joblib-pandas.json
joblib-pandas,filtered,mean,medium,50000,2.0,ok,0.014427517000058288,,[],True,medium-joblib-pandas.json
joblib-pandas,filtered,mean_complex,medium,50000,,skipped,,source lacks coordinates,,,medium-joblib-pandas.json
joblib-pandas,filtered,std,medium,50000,0.0,ok,0.0147039500000119,,[],True,medium-joblib-pandas.json
joblib-pandas,filtered,std,medium,50000,1.0,ok,0.01730038499999864,,[],True,medium-joblib-pandas.json
joblib-pandas,filtered,std,medium,50000,2.0,ok,0.019312352999918403,,[],True,medium-joblib-pandas.json
joblib-pandas,filtered,mean_sum,medium,50000,0.0,ok,0.014370998000003965,,[],True,medium-joblib-pandas.json
joblib-pandas,filtered,mean_sum,medium,50000,1.0,ok,0.0183141649999925,,[],True,medium-joblib-pandas.json
joblib-pandas,filtered,mean_sum,medium,50000,2.0,ok,0.014322947999971802,,[],True,medium-joblib-pandas.json
joblib-pandas,filtered,count,medium,50000,0.0,ok,0.013839315000041097,,[],True,medium-joblib-pandas.json
joblib-pandas,filtered,count,medium,50000,1.0,ok,0.014863935999983369,,[],True,medium-joblib-pandas.json
joblib-pandas,filtered,count,medium,50000,2.0,ok,0.01618171000006896,,[],True,medium-joblib-pandas.json
joblib-pandas,filtered,count_index,medium,50000,0.0,ok,0.015307751000023018,,[],True,medium-joblib-pandas.json
joblib-pandas,filtered,count_index,medium,50000,1.0,ok,0.015474271000016415,,[],True,medium-joblib-pandas.json
joblib-pandas,filtered,count_index,medium,50000,2.0,ok,0.015329286999985925,,[],True,medium-joblib-pandas.json
joblib-pandas,filtered,complex,medium,50000,,skipped,,source lacks coordinates,,,medium-joblib-pandas.json
joblib-pandas,filtered_cached,value_counts,medium,50000,0.0,ok,0.0006123430000570806,,[],True,medium-joblib-pandas.json
