file,dataset,stage,rmse,mae,macro_f1
ml-large.json,large.parquet,pickup,7.800487156127749,5.086255795864106,0.4713376214376434
ml-medium.json,medium.parquet,pickup,7.735671545912388,5.122053814315796,0.47619845876613365
ml-small-completed.json,small.parquet,completed-trip,3.4983584466957405,1.5540560539245605,0.8707681344834418
ml-small.json,small.parquet,pickup,7.708980551326209,4.977964207172394,0.4580517618101511
