dataset,mode,operation,backend,median_seconds,min_seconds,max_seconds,repeats
small,filtered_cached,mean,dask,0.0037667479999754505,0.0037336189999450653,0.003925183000092147,3
small,filtered_cached,mean,joblib-pandas,0.00017464699999436561,0.00017203399988829915,0.0002375299999357594,3
small,filtered_cached,mean,pandas,0.0001864850000856677,0.00018619499996930244,0.00018935999992208963,3
small,filtered_cached,mean_product,dask,0.004475705000004382,0.004256371999986186,0.004582954000056816,3
small,filtered_cached,mean_product,joblib-pandas,0.00040651000006164395,0.00035119799997573864,0.0005994650000502588,3
small,filtered_cached,mean_product,pandas,0.0004722669999637219,0.0003934510000362934,0.0005743980000261217,3
small,filtered_cached,mean_sum,dask,0.004983395000067503,0.004199427999992622,0.005160245000070063,3
small,filtered_cached,mean_sum,joblib-pandas,0.00030360800008111255,0.00027996299991173146,0.0003306479999309886,3
small,filtered_cached,mean_sum,pandas,0.0003408129999797893,0.0003217549999590119,0.0004126390000465108,3
small,filtered_cached,product_columns,dask,0.002218474999949649,0.0021527480000713695,0.0024755850000701685,3
small,filtered_cached,product_columns,joblib-pandas,0.0003213140000752901,0.00024580199999491015,0.00032214500004101865,3
small,filtered_cached,product_columns,pandas,0.00022385099998700753,0.00020893800001431373,0.00022653400003491697,3
small,filtered_cached,std,dask,0.0032455799999979718,0.0029453860000785426,0.0037396090000356708,3
small,filtered_cached,std,joblib-pandas,0.00023749100000713952,0.00021622899998874345,0.00023904299996502232,3
small,filtered_cached,std,pandas,0.0002604139999675681,0.00024704399993424886,0.0002623880000101053,3
small,filtered_cached,sum_columns,dask,0.0022111229999381976,0.002127670000049875,0.002513198999963606,3
small,filtered_cached,sum_columns,joblib-pandas,0.00033481399998436245,0.00023698899997270928,0.0003513480000947311,3
small,filtered_cached,sum_columns,pandas,0.00023356400004104216,0.00021418599999378785,0.00023958299993864784,3
small,filtered_cached,value_counts,dask,0.008434392000026492,0.00824751599998308,0.008522971999923357,3
small,filtered_cached,value_counts,joblib-pandas,0.0004539189999377413,0.0004405710000128238,0.0005623900000273352,3
small,filtered_cached,value_counts,pandas,0.00042867199999818695,0.0004071409999824027,0.00045434000003297115,3
small,standard,count,dask,0.006399912000006225,0.005327018999992106,0.007052865999980895,3
small,standard,count,joblib-pandas,0.012336731000004875,0.012138719000063247,0.01406614199993328,3
small,standard,count,pandas,0.0030789319999939835,0.002980926999953226,0.0034453929999926913,3
small,standard,count_index,dask,0.008481663999987177,0.007938851000062641,0.011611732999995183,3
