dataset,mode,operation,backend,median_seconds,min_seconds,max_seconds,repeats
small,standard,count_index,joblib-pandas,0.012563064999994822,0.012387935999981892,0.012630454000031932,3
small,standard,count_index,pandas,0.003499903000033555,0.0028406600000607796,0.00452320299996245,3
small,standard,groupby,dask,0.031001916999912282,0.030423093999957018,0.03133773399997608,3
small,standard,groupby,joblib-pandas,0.014268731000015578,0.014064268999959495,0.014562494999950104,3
small,standard,groupby,pandas,0.004745850999938739,0.0047007340000391196,0.005060926000055588,3
small,standard,join,dask,0.012827555000058055,0.01220961800004261,0.012898408999944877,3
small,standard,join,joblib-pandas,0.013646253000047182,0.013163630999997622,0.013917381999931422,3
small,standard,join,pandas,0.0038032710000379666,0.003790643000002092,0.004808804000049349,3
small,standard,join_count,dask,0.020972151000023587,0.018049939000093218,0.022605250000083288,3
small,standard,join_count,joblib-pandas,0.014170004000106928,0.013752436999993733,0.018921858999988217,3
small,standard,join_count,pandas,0.004007311999998819,0.0037015110000311324,0.004042343000037363,3
small,standard,mean,dask,0.01022530500006269,0.009759518000009848,0.011349413999937497,3
small,standard,mean,joblib-pandas,0.01294948400004614,0.012901618999990205,0.01498322499992355,3
small,standard,mean,pandas,0.003500904000020455,0.0034102999999277017,0.0036037859999851207,3
small,standard,mean_product,dask,0.012359765000041989,0.010960250000039196,0.012501783999937288,3
small,standard,mean_product,joblib-pandas,0.013058845000045949,0.012866485000017747,0.013082463999921856,3
small,standard,mean_product,pandas,0.003786566000030689,0.00353916599999593,0.0039958749999868814,3
small,standard,mean_sum,dask,0.011021289000041179,0.010229822999917815,0.011898323999957938,3
small,standard,mean_sum,joblib-pandas,0.012688497999988613,0.012586307999981727,0.012775065999903745,3
small,standard,mean_sum,pandas,0.003054657000006955,0.00293426799998997,0.005720880000012585,3
small,standard,product_columns,dask,0.009977079000009326,0.008323058999962996,0.011740271000007851,3
small,standard,product_columns,joblib-pandas,0.013460431999988032,0.012807738999981666,0.01364921599997615,3
small,standard,product_columns,pandas,0.0033003890000600222,0.0032095550000121875,0.0034839190000184317,3
small,standard,read_collect,dask,0.010780664999970213,0.008665134000011676,0.013488779999988765,3
small,standard,read_collect,joblib-pandas,0.012433948000079909,0.01209734099995785,0.012547196000014083,3
small,standard,read_collect,pandas,0.003177277999952821,0.002741433999972287,0.003317714999980126,3
small,standard,std,dask,0.011173353999993196,0.010321837999981653,0.01155665900000713,3
small,standard,std,joblib-pandas,0.012847743000065748,0.012717371000007915,0.013347159000090869,3
small,standard,std,pandas,0.003354690000037408,0.0029161819999217187,0.004013110000073539,3
small,standard,sum_columns,dask,0.00877030799995282,0.008698624000089694,0.00889442200002577,3
small,standard,sum_columns,joblib-pandas,0.01331818200003454,0.01284405700005209,0.017048283999997693,3
small,standard,sum_columns,pandas,0.0039189860000306,0.003607833000046412,0.00718768399997316,3
small,standard,value_counts,dask,0.016928474000110327,0.015473758999974052,0.017043175000026167,3
small,standard,value_counts,joblib-pandas,0.01275094999994053,0.012635348999992857,0.013068699000086781,3
small,standard,value_counts,pandas,0.00309565699990344,0.002994447000105538,0.003262963999986823,3
